epoch,loss,val_loss
0,0.24290485680103302,0.24264025688171387
1,0.24207057058811188,0.2418060004711151
2,0.24096333980560303,0.2402811497449875
3,0.23931093513965607,0.2375052124261856
4,0.23568443953990936,0.23275263607501984
5,0.23023182153701782,0.2258957326412201
6,0.2229929268360138,0.21693189442157745
7,0.21286550164222717,0.2054905742406845
8,0.20106613636016846,0.19349123537540436
9,0.18950429558753967,0.18101315200328827
10,0.17702026665210724,0.16997462511062622
11,0.16714827716350555,0.16030903160572052
12,0.1572595238685608,0.1512397676706314
13,0.15043224394321442,0.14714616537094116
14,0.14457784593105316,0.13866761326789856
15,0.138305202126503,0.1366511732339859
16,0.13605190813541412,0.13118864595890045
17,0.1301431804895401,0.12677684426307678
18,0.1269226223230362,0.12603817880153656
19,0.12671075761318207,0.1221262738108635
20,0.1206633672118187,0.11793957650661469
21,0.11904855817556381,0.1205630674958229
22,0.11911645531654358,0.1137356162071228
23,0.11388789117336273,0.11263100802898407
24,0.11253570020198822,0.11044970154762268
25,0.11241275072097778,0.11154340207576752
26,0.10978605598211288,0.10616416484117508
27,0.10741355270147324,0.10863197594881058
28,0.10800910741090775,0.10577374696731567
29,0.10701639205217361,0.10481994599103928
30,0.10369211435317993,0.10208138078451157
31,0.104045569896698,0.10543961822986603
32,0.10446468740701675,0.10160644352436066
33,0.10316533595323563,0.10297077894210815
34,0.10107346624135971,0.09951373934745789
35,0.10231707990169525,0.10484611243009567
36,0.10288296639919281,0.09835774451494217
37,0.09974229335784912,0.0997987762093544
38,0.09994114190340042,0.09892276674509048
39,0.10216815769672394,0.10511801391839981
40,0.10127274692058563,0.09697878360748291
41,0.0992327630519867,0.10230693221092224
42,0.10052020847797394,0.0973951444029808
43,0.101280078291893,0.10307805240154266
44,0.10126560181379318,0.09787382185459137
45,0.10013249516487122,0.10516855120658875
46,0.1014200747013092,0.09765871614217758
47,0.10122814774513245,0.10289689898490906
48,0.10220424085855484,0.09699784219264984
49,0.10143532603979111,0.10696227848529816
50,0.1176014244556427,0.14116835594177246
51,0.12579235434532166,0.09617964923381805
52,0.09383195638656616,0.08989452570676804
53,0.09183768928050995,0.09942644089460373
54,0.10399871319532394,0.10800161957740784
55,0.11209112405776978,0.16548483073711395
56,0.15171973407268524,0.11374188959598541
57,0.1094660684466362,0.10416290909051895
58,0.10513781011104584,0.10750579833984375
59,0.1169828251004219,0.12568233907222748
60,0.11500943452119827,0.10588864237070084
61,0.11028905212879181,0.11717876046895981
62,0.11598534882068634,0.1142163798213005
63,0.11822991818189621,0.12709617614746094
64,0.12564843893051147,0.12136804312467575
65,0.121437668800354,0.1205524280667305
66,0.13327056169509888,0.1471477448940277
67,0.1283949613571167,0.11168821901082993
68,0.12280106544494629,0.13148920238018036
69,0.12782174348831177,0.12360521405935287
70,0.12676914036273956,0.12153755128383636
71,0.1186370775103569,0.11432566493749619
72,0.13286904990673065,0.15896959602832794
73,0.14080028235912323,0.13510741293430328
74,0.13809968531131744,0.12802629172801971
75,0.12423595041036606,0.12090649455785751
76,0.1255258172750473,0.13609278202056885
77,0.16994470357894897,0.1559789478778839
78,0.13602502644062042,0.11934288591146469
79,0.12793995440006256,0.13709916174411774
80,0.1318063586950302,0.11852321773767471
81,0.13455533981323242,0.1548873782157898
82,0.1409115046262741,0.13106395304203033
83,0.14001107215881348,0.14764872193336487
84,0.1404271125793457,0.13602566719055176
85,0.19282108545303345,0.2280137687921524
86,0.21131320297718048,0.18869251012802124
87,0.19121086597442627,0.19980233907699585
88,0.19515597820281982,0.16750191152095795
89,0.1990717053413391,0.2194700837135315
90,0.1840216964483261,0.14911630749702454
91,0.15593549609184265,0.16191020607948303
92,0.15153032541275024,0.12992800772190094
93,0.13877399265766144,0.16373491287231445
94,0.1488407850265503,0.12766127288341522
95,0.14061832427978516,0.15247589349746704
96,0.15250638127326965,0.14922180771827698
97,0.14415989816188812,0.12454015761613846
98,0.12645646929740906,0.17018941044807434
99,0.1635814607143402,0.12816034257411957
