epoch,loss,val_loss
0,0.2459154576063156,0.24523815512657166
1,0.24445243179798126,0.24455922842025757
2,0.24399727582931519,0.24416987597942352
3,0.24372442066669464,0.24385711550712585
4,0.24340136349201202,0.2435673177242279
5,0.24308407306671143,0.24321982264518738
6,0.2427140772342682,0.2427901327610016
7,0.24218320846557617,0.24210990965366364
8,0.24123048782348633,0.24051189422607422
9,0.2376675009727478,0.23171064257621765
10,0.21768474578857422,0.19448238611221313
11,0.17427729070186615,0.15001071989536285
12,0.13906154036521912,0.12550194561481476
13,0.11981061100959778,0.11323893070220947
14,0.10783996433019638,0.10296046733856201
15,0.09950444102287292,0.09290695190429688
16,0.09257902204990387,0.08733677864074707
17,0.08640565723180771,0.08362295478582382
18,0.08227288722991943,0.08058767765760422
19,0.07943997532129288,0.0759257897734642
20,0.07631566375494003,0.0738053172826767
21,0.07405610382556915,0.0731000006198883
22,0.07153484970331192,0.07033185660839081
23,0.07069063186645508,0.0686589702963829
24,0.0679754987359047,0.06678208708763123
